Group,Title,Text file,Total,Count B1,Count C2,Count B2,Count A1,Count C1,Count A2,Count,Freq B1,Freq C2,Freq B2,Freq A1,Freq C1,Freq A2,Freq,TFIDF B1,TFIDF C2,TFIDF B2,TFIDF A1,TFIDF C1,TFIDF A2,TFIDF,msttr,mattr,ttr,rttr,cttr,mtld,hdd,Herdan,Summer,Dugast,Maas
AFJ1,AFJ1_1,data/texts/AFJ1_1.txt,599,46,42,54,14,48,12,216,0.07679465776293823,0.07011686143572621,0.09015025041736227,0.02337228714524207,0.08013355592654424,0.02003338898163606,0.3606010016694491,0.0661844494439807,0.05500441162991646,0.08605220510301867,0.02290093826635341,0.08978611658983904,0.01996862951466889,0.34361125226421957,0.7,0.6927088036117371,0.44280442804428044,10.308882710101386,7.289480870769443,92.12605926934303,0.8077081957322485,0.870596877413701,0.9246785557941635,48.6484860304768,0.02055562426698192
AFJ1,AFJ1_2,data/texts/AFJ1_2.txt,583,38,40,44,14,37,15,188,0.06518010291595197,0.0686106346483705,0.07547169811320754,0.024013722126929673,0.0634648370497427,0.025728987993138937,0.32246998284734135,0.0719327632583988,0.061133203478559175,0.0852587953335117,0.025699933871813428,0.0695069134882683,0.02806474884722431,0.3440663759862849,0.7060000000000001,0.6988625592417055,0.491362763915547,11.215563631061082,7.930601098352509,76.09744684860095,0.8315029882209383,0.8864128853405011,0.9342392377961823,55.07446914648977,0.01815723356933593
AFJ1,AFJ1_3,data/texts/AFJ1_3.txt,322,26,30,14,15,31,7,123,0.08074534161490683,0.09316770186335403,0.043478260869565216,0.046583850931677016,0.09627329192546584,0.021739130434782608,0.38198757763975155,0.06951463783797453,0.06181697426348484,0.03129644130724551,0.027339486481098463,0.08994664538658448,0.015786724233637785,0.30043776420450996,0.66,0.6701041666666675,0.5189003436426117,8.851776764584294,6.259151375787071,62.49344262295082,0.7897352472850915,0.8843634675018884,0.9292033044285911,49.0616861696726,0.02038250370241348
AFJ1,AFJ1_4,data/texts/AFJ1_4.txt,462,24,35,30,21,20,15,145,0.05194805194805195,0.07575757575757576,0.06493506493506493,0.045454545454545456,0.04329004329004329,0.032467532467532464,0.31385281385281383,0.051391714868912614,0.07536730030698721,0.06090156737685963,0.04748787883519017,0.0493888489450914,0.029502070472856985,0.3146345276893321,0.7266666666666666,0.7171080139372815,0.5544041450777202,10.892313209168755,7.702028533011032,93.30239521652777,0.8337843601276194,0.9009608023437379,0.9415516842397943,60.136163361661175,0.016628929151764504
AMN1,AMN1_1,data/texts/AMN1_1.txt,1496,96,131,125,27,98,35,512,0.06417112299465241,0.0875668449197861,0.08355614973262032,0.01804812834224599,0.06550802139037433,0.02339572192513369,0.3422459893048128,0.07242794070592092,0.09911950361574846,0.09588350303645467,0.017978349632430037,0.07688088977885656,0.02561589946387325,0.3867953373384205,0.7453846153846153,0.7440290088638164,0.47761194029850745,17.483467670660897,12.362678548580092,114.29147682316845,0.8488339629205311,0.8973731790029119,0.9451490414578546,70.16123877742697,0.014252884034335646
AMN1,AMN1_2,data/texts/AMN1_2.txt,1123,80,78,75,23,56,30,342,0.07123775601068566,0.06945681211041853,0.06678539626001781,0.020480854853072127,0.04986642920747997,0.026714158504007122,0.3045414069456812,0.08211866299367362,0.07868481166564077,0.08636711541365377,0.02436589638608012,0.06978178732971346,0.032076750555250916,0.3731901427416146,0.7566666666666667,0.7483483146067431,0.5156723963599595,16.21705651909678,11.46719063553884,120.41034618602836,0.8543785966627543,0.9039708628425593,0.9477183099759977,71.81876809239174,0.013923936967472671
AMN1,AMN1_3,data/texts/AMN1_3.txt,549,35,21,39,6,23,15,139,0.06375227686703097,0.03825136612021858,0.07103825136612021,0.01092896174863388,0.04189435336976321,0.0273224043715847,0.25318761384335153,0.076923166586296,0.04846124195318807,0.08199544560929606,0.014465433657267547,0.0574169921063958,0.028379380377930176,0.3073092090124513,0.7649999999999999,0.7579665738161557,0.6026200873362445,12.896633053041539,9.119296686280238,124.79021868372607,0.8607320700746194,0.9173365216103826,0.9524015776664474,74.11821161500657,0.013491960723422689
AMN1,AMN1_4,data/texts/AMN1_4.txt,773,38,53,60,21,38,19,229,0.04915912031047866,0.0685640362225097,0.07761966364812418,0.027166882276843468,0.04915912031047866,0.02457956015523933,0.296248382923674,0.052980171542063956,0.0685022322312242,0.08827222761329678,0.034492372652294365,0.06573647549952014,0.03201893264148019,0.34612124009582346,0.7799999999999999,0.7735314685314684,0.563338301043219,14.592528149513257,10.318475609176406,141.2179322999293,0.8795319097041226,0.9118304967843583,0.9507241027405954,73.82109345736902,0.013546263719020778
API1,API1_1,data/texts/API1_1.txt,422,30,32,40,5,24,8,139,0.07109004739336493,0.07582938388625593,0.0947867298578199,0.011848341232227487,0.05687203791469194,0.018957345971563982,0.3293838862559242,0.050638626464174774,0.03888388725910526,0.08148690313562279,0.007147336209586672,0.057793644540059426,0.01389432362118856,0.25545871922690055,0.6566666666666666,0.677454545454546,0.4893048128342246,9.46270472690885,6.691142680763245,69.08058510638298,0.8141907902901687,0.8793486187944398,0.9277291336864353,49.102262553638404,0.020365660317742354
API1,API1_2,data/texts/API1_2.txt,744,43,48,69,14,40,19,233,0.05779569892473118,0.06451612903225806,0.09274193548387097,0.01881720430107527,0.053763440860215055,0.025537634408602152,0.3131720430107527,0.06339422267151658,0.06004142121724387,0.0982708238556023,0.012595341143185976,0.05922439701018976,0.026511205116099182,0.32034225252600995,0.6883333333333334,0.6969272727272716,0.4622496147919877,11.776030079682894,8.326910724800534,75.36263927576601,0.8411960199720399,0.8808341811571399,0.9320744973197392,54.33968213018382,0.01840275763123271
API1,API1_3,data/texts/API1_3.txt,467,33,32,40,11,20,12,148,0.07066381156316917,0.06852248394004283,0.08565310492505353,0.023554603854389723,0.042826552462526764,0.02569593147751606,0.3169164882226981,0.06273065870908934,0.056181742467121994,0.0682947809895639,0.02486946066318094,0.05514777713710979,0.027846806235545418,0.3025119096935979,0.6699999999999999,0.6635403726708065,0.4821852731591449,9.89361463022016,6.9958419954751125,66.50707000463608,0.8169927481770778,0.8792865833954566,0.9284847934728789,50.05767381663976,0.019976957052838282
API1,API1_4,data/texts/API1_4.txt,703,48,46,44,23,36,33,230,0.06827880512091039,0.06543385490753911,0.06258890469416785,0.032716927453769556,0.051209103840682786,0.04694167852062589,0.32716927453769556,0.07601570217597585,0.055127660350171456,0.08283153023359302,0.03432180520518444,0.05256345672792897,0.058463814671698894,0.37174933276209243,0.732,0.7394871794871796,0.5167548500881834,12.304843399078175,8.700838208926704,120.54889459093246,0.8728715381880593,0.8958755075090881,0.9404668859399032,60.892102828555366,0.016422490824722344
ARE1,ARE1_1,data/texts/ARE1_1.txt,574,38,51,41,9,34,6,179,0.06620209059233449,0.08885017421602788,0.07142857142857142,0.0156794425087108,0.059233449477351915,0.010452961672473868,0.3118466898954704,0.06432747584170952,0.06254817583253973,0.05320194332494035,0.007867794227322743,0.05468544748471013,0.010563369249386494,0.255528343382604,0.728,0.7170864197530862,0.498015873015873,11.180428620003086,7.905756893776336,99.91150895140665,0.8519730692019692,0.8879686967411566,0.9350072053750441,55.5431927243976,0.018004006448854092
ARE1,ARE1_2,data/texts/ARE1_2.txt,1127,78,90,79,26,64,30,367,0.06921029281277728,0.07985803016858918,0.07009760425909495,0.023070097604259095,0.05678793256433008,0.026619343389529725,0.3256433007985803,0.08315686737568241,0.08613074843029689,0.07588841970172247,0.024895128059235886,0.07030589757103191,0.03256010830623421,0.37458704439380747,0.7511111111111111,0.74678290213723,0.4959514170040486,15.588976692906554,11.023071131313264,122.45762997974342,0.8446522981138153,0.8983019756880296,0.944456346660593,67.80547355172375,0.014748071912471407
ARE1,ARE1_3,data/texts/ARE1_3.txt,353,21,24,40,2,27,4,118,0.059490084985835696,0.0679886685552408,0.11331444759206799,0.0056657223796034,0.0764872521246459,0.0113314447592068,0.3342776203966006,0.06096499314390252,0.04716561316656035,0.1237018829143882,0.0033699539078167946,0.07334804004149074,0.011837402845239773,0.32296438227946417,0.7166666666666668,0.7280841121495332,0.5750798722044729,10.174201540995988,7.194246902796884,92.9927536231884,0.8343814348120647,0.903719669962117,0.9421024937755234,59.68200553819473,0.01675546910634612
ARE1,ARE1_4,data/texts/ARE1_4.txt,523,32,42,32,18,26,13,163,0.06118546845124283,0.08030592734225621,0.06118546845124283,0.03441682600382409,0.0497131931166348,0.0248565965583174,0.31166347992351817,0.06232763422537375,0.07448200653220849,0.07651429184019141,0.04679902411098535,0.06266996193204895,0.02941500747333978,0.3546041394243264,0.6975,0.7175652173913031,0.5540540540540541,11.674643347755739,8.2552194791325,94.91844438193581,0.8339641877527068,0.903131558257271,0.9436342009753179,62.928900813972085,0.015890949739550676
ASA1,ASA1_1,data/texts/ASA1_1.txt,557,38,44,50,9,33,13,187,0.06822262118491922,0.07899461400359066,0.08976660682226212,0.01615798922800718,0.059245960502693,0.02333931777378815,0.3357271095152603,0.06639994816127029,0.05981438279218641,0.07931418569236126,0.015571744372651896,0.051159082005388046,0.0218144410926294,0.2959698943832308,0.7025,0.7037749999999988,0.47695390781563124,10.654343248653117,7.5337583602117295,87.24604430379748,0.8220510642647352,0.8808333554920984,0.9305331317736629,52.13376714101888,0.019181426066814944
ASA1,ASA1_2,data/texts/ASA1_2.txt,726,54,53,49,19,32,22,229,0.0743801652892562,0.07300275482093664,0.0674931129476584,0.026170798898071626,0.0440771349862259,0.030303030303030304,0.3154269972451791,0.08354572824187038,0.07340310427983808,0.077467785874693,0.026818572413586615,0.05183971151796854,0.03133091545833759,0.3452736871296884,0.77,0.7844736842105233,0.5752773375594294,14.450801830143298,10.218259967677298,165.10103457445962,0.8660030839424513,0.9142427798425504,0.9518908994193702,75.18091014032414,0.013301248922545812
ASA1,ASA1_3,data/texts/ASA1_3.txt,293,18,20,28,4,26,4,100,0.06143344709897611,0.06825938566552901,0.09556313993174062,0.013651877133105802,0.08873720136518772,0.013651877133105802,0.3412969283276451,0.05285467112614748,0.04591554819084525,0.07362222868507916,0.006619869161415836,0.0865832918400837,0.011898146378261826,0.27804192866807315,0.745,0.7499999999999999,0.6431226765799256,10.547996162699677,7.458559614574625,122.22810218978103,0.8333705234282606,0.9211005259871914,0.9522679396365238,70.90936219287838,0.014102510149223042
ASA1,ASA1_4,data/texts/ASA1_4.txt,557,35,42,51,15,22,14,179,0.06283662477558348,0.07540394973070018,0.09156193895870736,0.026929982046678635,0.03949730700179533,0.025134649910233394,0.3213644524236984,0.07318183234352142,0.06481245438559051,0.09240692143403163,0.01706546721776936,0.04459767431379693,0.024481358948753553,0.32423089864081583,0.75,0.7479743589743607,0.5398773006134969,11.938492675457953,8.441789127962247,116.9987113402062,0.835035073912418,0.9004558619789667,0.9424926388522369,62.20720388544071,0.01607530860640475
AZC1,AZC1_1,data/texts/AZC1_1.txt,395,28,27,29,4,30,7,125,0.07088607594936709,0.06835443037974684,0.07341772151898734,0.010126582278481013,0.0759493670886076,0.017721518987341773,0.31645569620253167,0.06604045796591258,0.041907315046790086,0.0695377010134775,0.014847109446939974,0.0756172304816654,0.014950844286040365,0.29124722874442943,0.6733333333333333,0.6980478087649401,0.4857142857142857,9.086882225022428,6.425396041156863,56.523986765922245,0.7960236429991885,0.8767253400833876,0.9255788255269101,47.51936171185534,0.02104405370728108
AZC1,AZC1_2,data/texts/AZC1_2.txt,596,39,39,41,10,31,20,180,0.06543624161073826,0.06543624161073826,0.06879194630872483,0.016778523489932886,0.05201342281879195,0.03355704697986577,0.30201342281879195,0.06862798418038539,0.059532354766953774,0.07091112049497823,0.017081556741445965,0.05423036871660008,0.04037925265639798,0.31292928412871396,0.758,0.7700245700245731,0.5790513833992095,13.02543877709954,9.210376087217297,127.30309734513274,0.8641414463507149,0.9122523339555115,0.9497825746487031,70.95957020817606,0.0140925318046075
AZC1,AZC1_3,data/texts/AZC1_3.txt,268,22,26,25,7,20,7,107,0.08208955223880597,0.09701492537313433,0.09328358208955224,0.026119402985074626,0.07462686567164178,0.026119402985074626,0.39925373134328357,0.05569807252823584,0.05372138802126207,0.0699022530640092,0.01786211271644036,0.06763426981421772,0.02689817327458803,0.29497164251018404,0.7,0.7181884057971015,0.5738396624472574,8.83414931347818,6.246686885574905,69.93469805454299,0.8281352032543542,0.8984273689272589,0.9369545564470501,53.83399133590613,0.018575624344112515
AZC1,AZC1_4,data/texts/AZC1_4.txt,404,28,31,30,13,14,17,133,0.06930693069306931,0.07673267326732673,0.07425742574257425,0.03217821782178218,0.034653465346534656,0.04207920792079208,0.3292079207920792,0.08224382171837787,0.06158890308254568,0.0876060818897829,0.035018819915693236,0.03483788940441046,0.06197550366764494,0.3747277251994747,0.7266666666666666,0.7370564516129025,0.6282420749279539,11.702853170671414,8.275166836212245,106.28805764595938,0.8401343138451525,0.9205327564044079,0.9531215174308616,73.6067405296452,0.013585712297601997
CJK1,CJK1_1,data/texts/CJK1_1.txt,552,24,29,49,14,30,19,165,0.043478260869565216,0.05253623188405797,0.08876811594202899,0.025362318840579712,0.05434782608695652,0.034420289855072464,0.29891304347826086,0.03378858386806745,0.044403404403286176,0.08949085807535549,0.020907881924985414,0.056864216034464565,0.03009183032976237,0.275947161129817,0.6925,0.6904301075268809,0.4692144373673036,10.18314247460842,7.200569097584374,70.02270774441801,0.8030445623538857,0.8770572154645931,0.9278119974525765,50.06278422337061,0.019974917805973203
CJK1,CJK1_2,data/texts/CJK1_2.txt,630,37,44,37,16,42,8,184,0.05873015873015873,0.06984126984126984,0.05873015873015873,0.025396825396825397,0.06666666666666667,0.012698412698412698,0.2920634920634921,0.06572209691837744,0.06501891638076994,0.06034535181268875,0.02144105936762753,0.07241601531688066,0.011219752937998899,0.29725973828976066,0.7620000000000001,0.7652682926829275,0.5717092337917485,12.898348228877945,9.12050949874509,139.6880245881204,0.8661576446085975,0.9102881006156408,0.948630605589148,69.47180986379958,0.014394327741864124
CJK1,CJK1_3,data/texts/CJK1_3.txt,558,27,39,37,9,26,10,148,0.04838709677419355,0.06989247311827956,0.06630824372759857,0.016129032258064516,0.04659498207885305,0.017921146953405017,0.26523297491039427,0.06130197420646085,0.06539115817496133,0.08561783265280369,0.0127343896961976,0.05718791697485567,0.018557342770826293,0.2999625210228902,0.7050000000000001,0.720376344086022,0.5583864118895966,12.118400320461603,8.56900304373163,104.55809737455829,0.8483973736428251,0.9053261581440616,0.9452686980204597,65.01117915318183,0.015381969886190831
CJK1,CJK1_4,data/texts/CJK1_4.txt,1108,62,81,71,19,59,17,309,0.05595667870036101,0.07310469314079422,0.06407942238267147,0.017148014440433214,0.05324909747292419,0.015342960288808664,0.2788808664259928,0.06337616946379189,0.0781815457062053,0.07200508679638495,0.01634343334707629,0.06526226968199617,0.018126977533750938,0.3121795406380843,0.7566666666666666,0.75591358024691,0.5027502750275028,15.157733197532169,10.718135931391446,144.66335740072202,0.8807296279100367,0.8990565372457395,0.9445419619546556,67.48673869809316,0.014817725960556085
EKE1,EKE1_1,data/texts/EKE1_1.txt,482,27,40,43,5,27,5,147,0.056016597510373446,0.08298755186721991,0.08921161825726141,0.01037344398340249,0.056016597510373446,0.01037344398340249,0.3049792531120332,0.05589139187330532,0.0796815015460293,0.09801195469420744,0.005707091604185914,0.06634836445223599,0.01145441055019055,0.32029870662917237,0.73,0.7307598784194528,0.5490654205607477,11.359153746286546,8.032134642539793,98.42196412970863,0.8427542751684917,0.9010520727033888,0.9421657154877406,61.23547365897493,0.01633040360835742
EKE1,EKE1_2,data/texts/EKE1_2.txt,420,41,32,26,12,21,11,143,0.09761904761904762,0.0761904761904762,0.06190476190476191,0.02857142857142857,0.05,0.02619047619047619,0.3404761904761905,0.11339080928007507,0.08403112702136518,0.07566660531043506,0.02967750829981862,0.05738971054905415,0.032760267966451984,0.3936519648635267,0.7399999999999999,0.7216245487364613,0.5904255319148937,11.448775833472606,8.095507028133149,101.78779840848807,0.833682733719717,0.9111385715307108,0.9477176176396244,66.72849227760474,0.014986102126207003
EKE1,EKE1_3,data/texts/EKE1_3.txt,306,16,27,22,3,26,7,101,0.05228758169934641,0.08823529411764706,0.0718954248366013,0.00980392156862745,0.08496732026143791,0.02287581699346405,0.3300653594771242,0.04434285481990303,0.08050284900597207,0.07563902937085738,0.005969222715641332,0.08510224037431725,0.023433120511278244,0.3144268812598189,0.705,0.7242774566473982,0.5845588235294118,9.640791095194235,6.817068759414726,92.29705214097325,0.8148410604687616,0.9042246126912364,0.9415956846330976,58.530716751098545,0.017085046203218268
EKE1,EKE1_4,data/texts/EKE1_4.txt,493,23,39,46,2,24,9,143,0.04665314401622718,0.07910750507099391,0.09330628803245436,0.004056795131845842,0.0486815415821501,0.018255578093306288,0.29006085192697767,0.050284471169328084,0.06517837639892969,0.10189492891364373,0.005167400763610106,0.04978386807393236,0.025278292023007354,0.3073113907834491,0.675,0.6929850746268655,0.49539170506912444,10.320330255852365,7.297575507997905,67.16666666666666,0.7964952965817422,0.8843403004821223,0.9318609361502463,52.50787058427109,0.019044763934867193
FLL1,FLL1_1,data/texts/FLL1_1.txt,617,57,45,43,14,32,13,204,0.09238249594813615,0.07293354943273905,0.06969205834683954,0.022690437601296597,0.05186385737439222,0.02106969205834684,0.33063209076175043,0.07790875101217068,0.05565263264345149,0.0579844088797704,0.017257917713476283,0.05473169174353782,0.020675209002559296,0.287103874634137,0.6980000000000001,0.7105491990846684,0.4552238805970149,10.539194792092593,7.452336105734618,75.59989586002264,0.8123490155371542,0.874769392949513,0.9272073258979412,50.18049747644628,0.019928060706639668
FLL1,FLL1_2,data/texts/FLL1_2.txt,621,35,49,50,11,23,20,188,0.05636070853462158,0.07890499194847021,0.08051529790660225,0.017713365539452495,0.037037037037037035,0.0322061191626409,0.3027375201288245,0.062048258359669546,0.07034123761293128,0.08112976972895193,0.015506524189935252,0.04761266229152113,0.038870491543344675,0.3191156675600383,0.696,0.7075644028103051,0.4714828897338403,10.813313860884294,7.646167558129772,89.898495633298,0.8353530232021582,0.8799942028255355,0.930333459665988,52.208321266590275,0.019154034754224728
FLL1,FLL1_3,data/texts/FLL1_3.txt,420,31,33,30,9,30,7,140,0.07380952380952381,0.07857142857142857,0.07142857142857142,0.02142857142857143,0.07142857142857142,0.016666666666666666,0.3333333333333333,0.07429501907412207,0.06598828759620017,0.06177141235538153,0.014082896417335646,0.06350297680888399,0.011174893333052011,0.28936705698304843,0.7033333333333333,0.7034980988593152,0.5248618784530387,9.986178293325098,7.06129438934808,78.68430608212742,0.8172100904913008,0.8905873952178923,0.9346649307602696,53.84794762503669,0.018570809921361765
FLL1,FLL1_4,data/texts/FLL1_4.txt,525,32,39,37,10,33,16,167,0.06095238095238095,0.07428571428571429,0.07047619047619047,0.01904761904761905,0.06285714285714286,0.030476190476190476,0.3180952380952381,0.06414098803235238,0.06407577755978494,0.07290751445894339,0.016663122178333094,0.07065452628781034,0.04321131843715916,0.3363508840971549,0.705,0.7168292682926822,0.47435897435897434,10.261953630166738,7.256297000112808,74.48014440433212,0.8199714237938225,0.8787029747651874,0.9288029193034437,50.68935766573953,0.019728006943672338
ICE1,ICE1_1,data/texts/ICE1_1.txt,526,36,34,47,15,28,13,173,0.06844106463878327,0.06463878326996197,0.08935361216730038,0.028517110266159697,0.053231939163498096,0.024714828897338403,0.3288973384030418,0.0657195925113,0.04451715454862359,0.09103233028233759,0.01657422742156143,0.05858153254261986,0.019103221173744755,0.2994667210574369,0.6975,0.6898092643051758,0.49141630901287553,10.60822015061662,7.501144404820791,78.38029650534186,0.8123128048605747,0.8843681371497968,0.9323153742652784,53.13574894218568,0.018819721560489333
ICE1,ICE1_2,data/texts/ICE1_2.txt,545,31,46,66,5,33,24,205,0.05688073394495413,0.08440366972477065,0.12110091743119267,0.009174311926605505,0.060550458715596334,0.044036697247706424,0.3761467889908257,0.0664983092434298,0.07724802703033327,0.13761233224320443,0.013431865017698032,0.06729684770038916,0.03984915358525268,0.4082908621863974,0.685,0.6935549872122763,0.4775510204081633,10.57104246399144,7.474855810499297,81.66666666666667,0.8146155812527331,0.8806851942870393,0.9303291275836951,51.91648558693331,0.019261704421912693
ICE1,ICE1_3,data/texts/ICE1_3.txt,378,26,37,30,9,16,7,125,0.06878306878306878,0.09788359788359788,0.07936507936507936,0.023809523809523808,0.042328042328042326,0.018518518518518517,0.3306878306878307,0.04853876293828592,0.059460868114821895,0.0654265840724261,0.02236455742097307,0.030394839349212364,0.01265438934877629,0.24543300628110806,0.7033333333333335,0.7104700854700853,0.5255255255255256,9.589940926145841,6.781112260056124,88.8817180470451,0.8267616376118654,0.8892319675065177,0.9332690491554334,52.435186932856254,0.01907116305851087
ICE1,ICE1_4,data/texts/ICE1_4.txt,474,28,49,33,7,34,10,161,0.05907172995780591,0.10337552742616034,0.06962025316455696,0.014767932489451477,0.07172995780590717,0.02109704641350211,0.339662447257384,0.06807447672107539,0.09134591005556071,0.0640941729554739,0.009114028649709512,0.07882448276866955,0.02363264219454058,0.3386779705251289,0.7175,0.7184210526315784,0.5213270142180095,10.70943243724718,7.572712299036657,93.59509476544416,0.8363935190124615,0.892245294446441,0.9366317587615001,56.09968755407501,0.017825411220625618
IDE1,IDE1_1,data/texts/IDE1_1.txt,723,46,45,48,18,51,11,219,0.0636237897648686,0.06224066390041494,0.06639004149377593,0.024896265560165973,0.07053941908713693,0.015214384508990318,0.3029045643153527,0.06506006121006584,0.05471146928017882,0.06328380275846383,0.015379630281233531,0.07280700994190736,0.012765655250547623,0.2856923557935621,0.69,0.6984934086629031,0.46984126984126984,11.792922278766017,8.338855313321362,82.08308610843284,0.8059293882421513,0.8828121007075481,0.9331105473369848,55.003288379628366,0.01818073117916294
